,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CDK5RAP3,469.715393078017,0.664136342703397,0.114788434098003,5.78574268324259,7.21926521371572E-09,4.91964831726156E-08
SEMA4B,65.9266636153245,1.5915579910268,0.275098763025522,5.78540584306133,7.23374702054039E-09,4.92770810797399E-08
TAGLN,2572.65586393045,2.85847069635782,0.494295767438387,5.7829155834601,7.34169098608373E-09,4.99940608124257E-08
CBX7,5.49717053507124,4.04863880190276,0.700225620177949,5.7819061245915,7.38589221679026E-09,5.02766106418326E-08
CDC34,159.755374034928,0.712819997749888,0.123401003890128,5.77645217849733,7.62921726753518E-09,5.19139150063253E-08
RBM10,120.342297988919,-0.686951597358228,0.118952982488496,-5.77498422475169,7.69602951698283E-09,5.23493572457868E-08
RP11-544M22.13,8.38821155416354,3.66532084153863,0.634727435498487,5.77463748460794,7.71189387244535E-09,5.2438053463078E-08
PLEKHO1,73.2238653616655,-0.921368414492268,0.159591279041766,-5.77330052133451,7.77336199435809E-09,5.28366600883446E-08
POLE,83.6292809862511,-0.868764855739074,0.150494512318581,-5.77273444961228,7.79953098066986E-09,5.29951294268574E-08
GPS2,658.72881723271,-0.360553661447999,0.062461280601684,-5.77243466632157,7.81342436717963E-09,5.30701048400862E-08
RP11-565P22.6,8.82804215113839,3.62788847743599,0.628534796180687,5.77197714347873,7.8346745563205E-09,5.31755260654397E-08
TLL1,21.3440611533191,2.00505842158414,0.347376674163248,5.77200074361317,7.83357704691902E-09,5.31755260654397E-08
IPO9,81.1120697319053,-0.779490431390331,0.135075051737621,-5.77079498666019,7.88984174629011E-09,5.35303846258711E-08
KCTD10,206.476951885604,-0.807117151670624,0.139891469984858,-5.76959518516736,7.94621849841077E-09,5.38931874263789E-08
PRNP,261.644509748985,0.946871658568907,0.164162763562317,5.76788327646221,8.02733701224534E-09,5.44234685749855E-08
PRRC2A,490.933351908294,-0.371886317749065,0.064476516002916,-5.76777935290804,8.03228725073566E-09,5.443714795013E-08
SH3BGRL3,422.838989273336,-1.35043006282694,0.23416107305511,-5.76709888286648,8.06477381626306E-09,5.46373709311282E-08
NONO,3038.36161381833,-0.859306246294606,0.149077629359817,-5.76415287783096,8.20689999917952E-09,5.55799652261107E-08
FKBP1A,363.387801005952,-0.777678802319119,0.134937459213162,-5.763253635083,8.25076583082829E-09,5.58485964154867E-08
SPC25,6.91337955689943,-3.01941518652345,0.523911464378296,-5.76321648182764,8.25258309366375E-09,5.58485964154867E-08
CFAP70,10.0067042456944,2.78971368713449,0.484082220560657,5.76289227045661,8.2684576430302E-09,5.59356338292892E-08
GATA5,2.91057224835658,5.45107959265592,0.946286288443921,5.76049728208543,8.38664808131218E-09,5.67145166970484E-08
HOXB8,8.84008486324118,4.87063681635229,0.845685207933143,5.75939696078655,8.44149702419587E-09,5.70646428478325E-08
HUWE1,1152.0660832567,0.667918628710555,0.116005077124581,5.75766720962789,8.52842762989905E-09,5.76313076424522E-08
SH3TC1,12.5539626430258,2.97974978734019,0.5175950608072,5.75691310248056,8.5665979960616E-09,5.78681799857683E-08
ATP6AP1,271.555125313581,0.624276532947971,0.108473420708976,5.75511059638144,8.65850898550238E-09,5.84672505774999E-08
SGK3,15.0419567869005,1.92036318653527,0.333683107236216,5.75505066001389,8.66158159177529E-09,5.84672505774999E-08
UTP14C,48.6265277565184,1.14232372337083,0.198500686796537,5.75475955174761,8.67652018743981E-09,5.85467990692276E-08
TCTN1,121.663810648515,0.927059944514211,0.161231932292925,5.74985321660682,8.93209611980095E-09,6.02494550406487E-08
YIPF5,236.67238420889,0.827129484889069,0.143858314280141,5.74961196388253,8.94485020828933E-09,6.03135686220395E-08
NDC80,8.98646604609457,-2.46480472630808,0.428773855614201,-5.74849584235342,9.00408597415248E-09,6.0690939701595E-08
SAP130,65.4849485823455,-0.905731266383698,0.157583250851897,-5.74763663960035,9.04994593223997E-09,6.09779115572307E-08
ZMYM2,258.089491674241,0.635225524435772,0.110525322647952,5.74733019743454,9.06635715725581E-09,6.10663236248692E-08
PLAU,35.3058438168461,-3.9831543944734,0.693108138610906,-5.74680078415505,9.09477758220801E-09,6.12355300176015E-08
HCLS1,12.2448430774514,-4.18142333088777,0.727624145994684,-5.74668027979148,9.10125869237799E-09,6.12569489146529E-08
PALM2-AKAP2,317.573398338774,-0.948597407285342,0.165127105710041,-5.74464987566036,9.21113785530164E-09,6.19740311736007E-08
SEPT5,116.376773621363,-0.788878079873705,0.137428772976508,-5.74026867000083,9.45264637706881E-09,6.35758966295393E-08
AEBP2,65.6418227739054,0.939157430254565,0.163649593490287,5.73883142771329,9.53320507223847E-09,6.40944895892658E-08
HOXC4,7.34142989857938,3.51487048938319,0.612781170331527,5.73593096452616,9.69781599104308E-09,6.51776097906346E-08
POLR2B,381.063263415207,-0.454978723661723,0.079326710386333,-5.73550474292847,9.72223713203788E-09,6.53180918863623E-08
LY6E,337.236184658327,-0.657933617488801,0.114742295238182,-5.73401130004471,9.80827923793555E-09,6.58723181960194E-08
PRDM6,9.45308224349293,4.27963404385179,0.746496611578021,5.73295843206182,9.86938275669877E-09,6.62587168580829E-08
ALOX15,8.42647902914058,4.51019504639581,0.786780559495298,5.73246884657267,9.89792187679206E-09,6.64262920458753E-08
RIF1,244.430028135302,-0.647090020102742,0.112885318750798,-5.73227791942757,9.90907320785594E-09,6.64770964790133E-08
DAPK2,4.28437532386094,-4.61129366668284,0.804596336075186,-5.73118899493962,9.97290697696852E-09,6.68811677071773E-08
CORO2B,23.0847264956314,-2.37794417867841,0.415020680259853,-5.72970045056437,1.00608138309599E-08,6.74463297739647E-08
KAT2B,16.0315014615764,1.74635150324109,0.304831707149145,5.72890372715282,1.01081737563857E-08,6.77393608085874E-08
SFTPD,2.51518458471124,5.57681287103683,0.973475972703355,5.72876273006509,1.01165776354016E-08,6.77712127917574E-08
DKK1,47.0829333587879,4.17167235881891,0.728265431789158,5.72823063779123,1.01483532568021E-08,6.7959553212849E-08
TENM2,23.0645320020226,3.9462701082006,0.689142682367074,5.72634696583574,1.02616243177798E-08,6.86933040789565E-08
GRIN2A,3.84369269979672,5.2784367210468,0.922664278276365,5.72086385625276,1.05983798354932E-08,7.09220349265538E-08
EMC2,48.8971517554264,1.18216199218294,0.206719873170435,5.71866639647305,1.07363346724019E-08,7.18193082968637E-08
SPRR2F,2.65507517587947,5.4782687328624,0.95812464102715,5.71769944982259,1.07975903041846E-08,7.22030507264331E-08
NEK6,357.223724925264,-0.800804196230162,0.140062816784476,-5.71746459634902,1.08125193542817E-08,7.22768443548906E-08
KIFC3,171.404232433723,0.978896192522644,0.171302801145708,5.71442023116718,1.10078669037296E-08,7.35561675068149E-08
ADAMTS7,75.9439615944621,-1.13859151636888,0.199317589680466,-5.71244875173438,1.11361958688235E-08,7.43393529739927E-08
PRPF31,232.103712377296,-0.537248670285807,0.094048975053251,-5.71243514330289,1.1137086711236E-08,7.43393529739927E-08
RELT,12.9857250941794,-2.81461825086286,0.492713701342509,-5.71248220456179,1.11340062563033E-08,7.43393529739927E-08
PLEKHA2,71.7336399758502,1.2535634174421,0.219525631480625,5.71032826092904,1.1275847175217E-08,7.52385158567767E-08
RNF130,65.7325130294725,-0.949536197367933,0.166308358482057,-5.70949172990833,1.1331406293747E-08,7.55820679234009E-08
HPS1,171.145866954118,0.674871668117708,0.118211630450028,5.7090124342968,1.13633590162764E-08,7.5767971774116E-08
CTNNBIP1,27.7694960204554,-1.4207193775695,0.248962910955528,-5.70655031352552,1.15288838829136E-08,7.68440472238868E-08
ATP7A,92.158488424453,0.827869165249773,0.145091152535989,5.70585560028842,1.15760107327686E-08,7.71304692147823E-08
SKA1,8.53024517614062,-2.78704100795916,0.4889179789988,-5.70042650848394,1.19508045759639E-08,7.95991336001497E-08
PMM2,122.02199194196,0.970780513166119,0.170301958960122,5.70034848156643,1.19562761387674E-08,7.96070136169082E-08
SF3B2,1023.43138580439,-0.328452340257484,0.057659154292671,-5.69644741215414,1.22329600067985E-08,8.14200202962355E-08
FAM89B,52.0191264235958,-1.38439374174556,0.243048363110106,-5.69595994817874,1.2267967695859E-08,8.16237578273227E-08
CYP51A1,100.591630927716,-0.755328901795949,0.132629052262245,-5.69504862556397,1.23336764867129E-08,8.20315430393594E-08
TSPO,105.682667437444,3.89272304670919,0.683983630878577,5.69125176535144,1.26111396678612E-08,8.3846914632703E-08
CSNK1G2,157.808210422374,-0.644963098383222,0.113330833683136,-5.69097638676591,1.26314977179767E-08,8.39521991187975E-08
RYR2,3.55293605024377,5.39357482602343,0.948373229561937,5.6871858651206,1.2914987159729E-08,8.58056215626521E-08
HEY2,9.96807718370417,-3.24847315330048,0.571391825809836,-5.68519360369989,1.30664549813853E-08,8.6780895820914E-08
DLAT,58.2971467142706,-1.00700652508383,0.177137700945292,-5.68487972752245,1.30904752249816E-08,8.69093317601337E-08
MYO3A,2.98542166752468,5.57520954850648,0.981121721574752,5.68248508407089,1.3275149475792E-08,8.81038969321155E-08
HS3ST4,17.0791276162347,4.05909402405678,0.714369780662596,5.68206289506237,1.33079699880187E-08,8.82901525688319E-08
DVL3,202.328306008807,0.586858168446828,0.10330817106783,5.68065587049748,1.34179206879888E-08,8.8987803405193E-08
PLS1,15.7467279520112,1.91241579362903,0.336699492269454,5.67988915201143,1.34782061976993E-08,8.93556934456756E-08
MDM2,761.043638567465,0.745266793340367,0.131217951011128,5.67961005028319,1.3500216659432E-08,8.94696614955504E-08
MYL5,23.3413612732003,1.8451565952657,0.324879292442331,5.67951432482645,1.35077737794288E-08,8.94877960983358E-08
SNRPC,159.500422804965,-0.631508895711381,0.111246344964894,-5.67667095858894,1.37341290207422E-08,9.09549186628743E-08
UBE2V1,983.9780936585,-0.442511874680022,0.077958705138953,-5.67623428187128,1.37692168885183E-08,9.11547692944243E-08
POC1A,11.2185129072757,-2.1957619702421,0.386901934080829,-5.67524164865863,1.38493012809858E-08,9.16522565700317E-08
ARHGAP18,27.1282236639701,2.52832654857589,0.445523457959166,5.67495718442647,1.3872334791642E-08,9.17719710396474E-08
CEP192,132.493746439588,-0.884374942283734,0.155846037848554,-5.67467068455817,1.38955707450029E-08,9.18929389880616E-08
LMBRD1,36.2498453030234,1.34308870862438,0.236772728443183,5.67248059966786,1.40744463714438E-08,9.30427165217633E-08
RAB2A,335.535730877679,0.52067412453305,0.091804086259682,5.67157896501737,1.41487358050854E-08,9.35005278568173E-08
NECAB3,75.6310590419386,1.01502664782389,0.178982878306807,5.67108238187991,1.41898138847707E-08,9.37386174886113E-08
DDX52,213.555643070499,-0.555208448712612,0.097910315433834,-5.67058175895485,1.42313434055474E-08,9.39795189033003E-08
SH3PXD2B,94.2410151308289,-0.814404715387077,0.143621913648908,-5.67047670300466,1.42400733709535E-08,9.40037275906865E-08
PINK1,101.916947689474,0.800523465417134,0.141205190193723,5.66922125397004,1.43448023766219E-08,9.4661417176407E-08
ACTC1,65.264536567629,4.11193438955777,0.725616325469147,5.66681625706148,1.45475196563196E-08,9.59650346056362E-08
ARG2,14.5538068673549,1.84213556576753,0.325128670088371,5.66586627154975,1.46283583268675E-08,9.64640197590199E-08
IGF2BP1,200.17964780171,-0.524653271094521,0.092634218040465,-5.66370917996351,1.48135388869352E-08,9.76504695874209E-08
DNAJA1,154.379669481755,-0.63644417396349,0.112398394119395,-5.6623956147223,1.49274183433614E-08,9.83662288632649E-08
CLCN7,196.698929408849,0.789890658168264,0.139513377353878,5.66175569074422,1.49832041107247E-08,9.86987998251889E-08
LIMA1,818.752908664911,-0.510055888574583,0.09009355230269,-5.66140279229897,1.5014054826056E-08,9.88669385370975E-08
ABHD4,74.0875309916019,0.93022481885147,0.164323789030606,5.66092605543686,1.50558296086066E-08,9.91068670299873E-08
ACTB,18055.6296546403,-0.685947171081789,0.121177560125066,-5.66067818475493,1.50775942376184E-08,9.92149527943671E-08
KRTCAP2,325.750984465483,0.664755102831285,0.117444562991898,5.6601607251682,1.51231290334569E-08,9.94793211368036E-08
HMGCL,51.6473633374846,1.12220873213346,0.198367883234595,5.65720979542996,1.53853654862257E-08,1.01168451831671E-07
KDM1A,197.496108887965,-0.553876464156519,0.097913872866493,-5.65677209920741,1.54246358949932E-08,1.01390763498144E-07
PFN1,724.319000307334,-0.981150480760485,0.173467105597272,-5.65611835962932,1.54834712243624E-08,1.01741478349678E-07
BMP7,4.11548808182648,-4.62853422616749,0.818345877653037,-5.65596327000733,1.54974609551199E-08,1.01797370031809E-07
P2RX4,52.2467191113607,1.17891493635234,0.208481869418803,5.65476000209931,1.56064186676249E-08,1.02476812779314E-07
CDH11,1287.79972514572,0.643890589886968,0.113911834674709,5.65253462667587,1.58098935413875E-08,1.03776185929553E-07
RPS6KA5,17.955381278224,3.08573019029532,0.545913672440877,5.65241419306916,1.58209784474231E-08,1.03812238571762E-07
OSBPL10,150.918618722877,1.02239406286444,0.180921330546176,5.6510421395751,1.59477985791209E-08,1.04607415202905E-07
ANAPC7,66.4817758890166,-0.996038402083101,0.176305171316688,-5.64951325389069,1.6090278007984E-08,1.05504708817452E-07
RP11-212D19.4,28.9242368885738,1.54247899863017,0.273042015973992,5.64923677818542,1.61161749066724E-08,1.05637201551045E-07
HACE1,57.7023977321729,-0.927944513954709,0.164273506183026,-5.64877767277236,1.61592677959622E-08,1.05882276066518E-07
CNOT6,77.1239807254878,-0.864243580931797,0.15299854649989,-5.64870451846038,1.6166144588225E-08,1.0588995835964E-07
UBE2O,93.5666850946754,-0.827085843257563,0.146422905413873,-5.64860969613844,1.61750624883245E-08,1.05910999989689E-07
ICAM3,27.6678917910548,-2.139279601302,0.378758892121777,-5.64813036947574,1.62202156281904E-08,1.06169204057158E-07
EIF4A3,103.863390187279,-0.709070785137832,0.12558394948735,-5.64618956508656,1.64042962834107E-08,1.07336253757121E-07
TCF7L1,32.3692153807091,-1.22708093226209,0.21742615796128,-5.64366745826696,1.66465458122115E-08,1.0888295627628E-07
IER3,147.396211189253,2.1012459727324,0.372395222421899,5.64251592452447,1.67583030515186E-08,1.09575336225904E-07
PLCD4,11.4434173545268,-2.65256013138405,0.470131408524578,-5.64216745209308,1.67922659469587E-08,1.09758743934294E-07
LATS2,34.0900080966954,1.25044458125306,0.221642925438371,5.64170761949608,1.68371845666723E-08,1.10003200062583E-07
MYL6,5898.05023148298,-0.948467379535976,0.168118394377195,-5.64166332333611,1.68415177814933E-08,1.10003200062583E-07
PPDPF,265.907296160211,-0.743624863018543,0.131811477683209,-5.64157898909036,1.68497706645318E-08,1.10018393544039E-07
CAPZA1,145.988299099642,-0.744203762921517,0.131924928716272,-5.64111552049467,1.68951954860276E-08,1.10276200354124E-07
HOXA11,11.0451962588925,4.62368908189182,0.819787913521938,5.64010398985724,1.69947495904368E-08,1.10887007608885E-07
CTSK,7.50998236866654,-3.23901052041716,0.574616563580776,-5.63682066565044,1.73218332544745E-08,1.12981444379062E-07
GXYLT2,45.5249519789781,1.51058402160296,0.268030934063153,5.63585702106698,1.74189860697937E-08,1.13575215459635E-07
CHAF1B,7.62487365688092,-2.56053597391693,0.454400758770663,-5.63497292751933,1.75085839911856E-08,1.1411932746783E-07
AC013394.2,80.7269676686542,-0.804334218065184,0.142772561333887,-5.63367506018312,1.76409268029809E-08,1.14941566951118E-07
TJP2,167.227298270457,-0.83820554436546,0.148791901051689,-5.63340839414554,1.76682386395032E-08,1.15079127671964E-07
LARP7,213.697712382349,-0.565950919788753,0.100466572983877,-5.63322608684559,1.76869341124535E-08,1.15160490329525E-07
INO80B,60.2146186274771,1.1278046456182,0.200272258951878,5.63135729092263,1.78796888233589E-08,1.16374706741939E-07
ARPC4,277.128854565208,-0.839998100673621,0.149179296750986,-5.63079541845386,1.79380402643079E-08,1.16713579189045E-07
LEPREL2,246.900179357776,0.732723114697965,0.130224446069472,5.62661725055118,1.83777884032301E-08,1.19532896331171E-07
C3orf14,24.2567860084437,-1.70056196808736,0.30243704167973,-5.62286272423002,1.8781865077433E-08,1.22118305230259E-07
DLG1,830.954561765411,0.381088921785446,0.067796777921549,5.62104768793617,1.8980286661581E-08,1.23365217541642E-07
NMD3,115.951546753629,0.834739691586469,0.148523189029478,5.62026507134045,1.90664697382872E-08,1.23882001313204E-07
WASF2,97.5046719138376,-0.759846965364766,0.135230921675736,-5.61888476355112,1.92193985141132E-08,1.24831943533059E-07
SLC22A5,14.5788121879242,1.96762864348153,0.350194170657931,5.61867903107818,1.92422940260068E-08,1.24936937392363E-07
TMEM229B,4.20446976808086,4.65161553640707,0.828198416439498,5.61654724770519,1.94810997789526E-08,1.26443236082761E-07
MFI2,15.6052468302952,3.28295230395044,0.584574434049212,5.61596969133629,1.95462923862639E-08,1.26777716829565E-07
SLC39A9,197.767714944945,0.770311012449538,0.137163928531102,5.61598826089958,1.95441930250096E-08,1.26777716829565E-07
NLRC5,19.4385562013591,2.47939936674866,0.441550420797515,5.61521232902563,1.96321019521713E-08,1.27289803890379E-07
MRPS7,99.5283183480225,-0.856597890401003,0.152575740898105,-5.61424696585985,1.97420084793719E-08,1.27957717668499E-07
CYP27A1,10.8428505375958,3.13408610629435,0.558634305874829,5.6102643058885,2.02017837873771E-08,1.30892046228649E-07
TSC1,146.31309850314,0.602054617449855,0.107318486688999,5.60998049846311,2.02349416062569E-08,1.31061137835641E-07
PLXNB1,70.4251264170821,1.00147626667436,0.178534865581856,5.60941563660679,2.03010929103858E-08,1.31443734808333E-07
TXNDC17,152.567099142528,-0.880917929480541,0.157100893206015,-5.60733877130377,2.0546125744351E-08,1.32983867570567E-07
LCOR,60.7284335623925,0.961591627024551,0.171576307880398,5.60445459459854,2.08911744933579E-08,1.35170049536494E-07
EPRS,287.661904340915,0.611516031481225,0.10914861597732,5.60259995974929,2.11160186888919E-08,1.36577231680105E-07
NEIL1,9.33832295218027,2.61220542216409,0.466300369148383,5.60198017199693,2.11916802146587E-08,1.37018864446085E-07
ZGRF1,28.6829537600801,-1.46743028201952,0.261975031598548,-5.60141274939597,2.12611799085448E-08,1.37420363037018E-07
ANKS1B,6.54291981683175,4.93077461956513,0.880383948580288,5.60070935813463,2.13476406680739E-08,1.37931170804545E-07
GALC,62.9232476807072,1.10739912383494,0.197767865461341,5.59948969086391,2.14983717171321E-08,1.38856741191761E-07
FAM134A,95.4667388442199,0.854742933677022,0.152674509588432,5.59846523156467,2.16257761409411E-08,1.39631054784101E-07
PHF1,88.2687122248432,0.833283889849901,0.149006639563229,5.59226013211518,2.24132678025788E-08,1.4466533039613E-07
TBC1D26,49.4301187441934,-0.991495631771592,0.177336908526265,-5.5910280607195,2.2572909412149E-08,1.45645087736435E-07
LSM6,62.2286026959902,-0.928089460025557,0.166026260574688,-5.59001604211913,2.27048635368672E-08,1.46445580901621E-07
HOXA4,14.435935609915,3.75983486218263,0.672641257429857,5.58965841100627,2.27516728087724E-08,1.46696527387719E-07
RDH11,233.736338466885,0.806808959280283,0.144344209249997,5.58947922796772,2.27751607534482E-08,1.46796982314673E-07
RHBDF2,30.1679646928368,-2.19737818606574,0.393184163598563,-5.58867418757293,2.28809790304722E-08,1.47427842326503E-07
KIF13B,20.5549445761289,1.55798138653914,0.278780493106372,5.58855954797625,2.28960865596389E-08,1.4747399542213E-07
NBEAL1,53.3774491272257,1.17496221921013,0.210324986113059,5.5864129170965,2.31807702391877E-08,1.49255857769699E-07
WDR59,69.601880730091,0.86891209913892,0.155560824259202,5.58567430634786,2.32795160845775E-08,1.49839686920254E-07
LRP10,255.752221691653,0.762996814407187,0.136615898366973,5.58497820186087,2.33729528504459E-08,1.50388951044308E-07
CUL7,104.521704362804,0.826207574768479,0.147968650772744,5.58366634049668,2.3550031866612E-08,1.51475828669411E-07
PLCB3,95.6096705558736,-0.855590414011548,0.153259034501029,-5.58264259459238,2.36891240986777E-08,1.52317703721425E-07
PODXL2,8.48088807655962,-3.36624246029276,0.603086999457385,-5.58168632937116,2.3819768039905E-08,1.53104693256495E-07
NOL12,29.4072721352777,-1.38513525410418,0.248262185787081,-5.57932433291359,2.41454654738462E-08,1.55144435995503E-07
HIST1H3E,7.1212932466613,-2.62751899309681,0.471563308015918,-5.5719326513167,2.51928817247793E-08,1.61818499466117E-07
ATHL1,34.884255524589,1.25877558422939,0.22596997241381,5.57054360268827,2.53945751480991E-08,1.63057592000748E-07
C19orf66,30.5171550671933,1.69158638165729,0.303682811186075,5.57024078857333,2.5438752128529E-08,1.63284770318771E-07
AMFR,125.916327029554,0.730186724730289,0.131103091588505,5.56956144880348,2.55381312401082E-08,1.63865997307338E-07
PTPRM,233.740471960521,0.785247946631899,0.140992449139779,5.5694326286467,2.55570185052328E-08,1.63930523328485E-07
SYT2,6.92070042829095,-3.6874966382129,0.662485332722457,-5.56615589217542,2.60420284480278E-08,1.66983825243779E-07
KCTD1,57.7188376687608,-1.02579446669989,0.184476605806001,-5.5605666757477,2.6890009409788E-08,1.72361617636014E-07
RAB34,528.621753217019,0.567903110758166,0.102136271714886,5.56024907922496,2.69389904471117E-08,1.72615975032701E-07
LDOC1,43.5441966221116,1.49910127693941,0.269658362799513,5.55926121250677,2.70918973974389E-08,1.73535849340462E-07
RASGRF2,34.6872374743346,4.31968627777119,0.777407676593797,5.55652639899036,2.75196116209505E-08,1.76214746643568E-07
NLRP1,150.427778469955,1.14950145551488,0.206908110055338,5.5556133358303,2.76638646803162E-08,1.77077351745072E-07
ACSL3,250.225443058681,-0.588516982158822,0.10593655020393,-5.55537235284626,2.77020593218274E-08,1.77260712578794E-07
AFAP1L1,11.5691912456611,-2.65247603771243,0.477503714789548,-5.55488042408521,2.77801865651268E-08,1.77638168518239E-07
SEPT8,329.494115942974,-0.487903594265632,0.087832940677714,-5.55490446409962,2.77763636093677E-08,1.77638168518239E-07
HIST1H2BF,7.11014943692797,-2.66017065753497,0.478910518280348,-5.55462984418676,2.78200653633131E-08,1.7783191230688E-07
MAP3K3,110.633084695696,-0.685290220433508,0.123456096932363,-5.55088195286909,2.84231974832634E-08,1.81624721129714E-07
FBXO32,66.3027245314961,3.83825159740839,0.691601265513427,5.54980418458166,2.85989741656493E-08,1.82685050735357E-07
DDX24,540.205641405646,0.449741561481057,0.081055611740246,5.54855551423531,2.88039428445373E-08,1.83931059863483E-07
LENG8,338.114581214809,0.945487562554559,0.170465956272499,5.54648906578828,2.91462845614884E-08,1.86053122529199E-07
THOC1,104.450231569497,-0.806546471687216,0.145496165122208,-5.54342082493903,2.96618828045532E-08,1.89279316088319E-07
ANKIB1,87.4765855455498,0.936408787623884,0.168946106438515,5.54264793290561,2.97931512264455E-08,1.90051637875089E-07
RP11-805L22.3,3.62016248605094,4.21959274204212,0.761361663468779,5.54216602240986,2.98752842641198E-08,1.905101002387E-07
PLEKHM1,116.514702546492,0.906434721830541,0.163585507437423,5.54104538983859,3.00671263298952E-08,1.91667605103655E-07
SIVA1,58.9594694389488,-1.01306088159802,0.18286821722678,-5.53984118706472,3.02746069860262E-08,1.92923971672367E-07
B4GALT1,218.914302704208,0.921015772486059,0.166296121969046,5.53840800122503,3.05233514737941E-08,1.94442338163363E-07
TMEM44,43.9422981319014,-1.2661167309552,0.228667326237139,-5.5369376630668,3.07806043030087E-08,1.96013844829074E-07
UHMK1,150.525299328093,0.908527963462681,0.164092702390179,5.5366750027822,3.08267806921579E-08,1.96240579557108E-07
U2AF2,224.873811823808,-0.539107922532122,0.097390094301122,-5.53555191008692,3.10249825818542E-08,1.97434608044895E-07
FAF1,60.3636602121673,-0.960793672775671,0.173599215113307,-5.53455078785101,3.12027010415057E-08,1.98453705800861E-07
PRKCDBP,59.7428817657799,1.85981445783419,0.336038408730647,5.53452941543041,3.12065058036263E-08,1.98453705800861E-07
EFR3B,17.3047648610914,-2.32397160979335,0.419952557332255,-5.53389083889943,3.13203943574022E-08,1.99109753580978E-07
GLUD1,58.3299218870563,-1.02511000633771,0.185278669538542,-5.53280099048027,3.15156981126643E-08,2.00282747026836E-07
CSMD3,18.5091094058516,4.75713181039592,0.859901577280757,5.53218174740331,3.16271939429071E-08,2.0092251922046E-07
INMT-FAM188B,7.23296752498965,2.56756492294605,0.464135769031893,5.53192641950768,3.16732775217372E-08,2.01146442229219E-07
C20orf166-AS1,4.1949045455976,4.66746641728808,0.84389302780277,5.53087448706702,3.18638264978409E-08,2.02287349958762E-07
PLEK2,10.5850470562216,4.70484447754182,0.850938909006727,5.52900381889181,3.22054334998897E-08,2.04386140874685E-07
LAPTM5,3.16804285224988,-4.98895598114773,0.902391734369354,-5.52859228551591,3.22810599119208E-08,2.04796074895757E-07
PTGFR,19.9320442206216,4.33174182009564,0.783856087037062,5.52619529494172,3.27249844221593E-08,2.07541471072273E-07
CCDC74A,16.4442962218844,2.1735690043197,0.393680628026997,5.52114798031322,3.36791984309249E-08,2.13520136773654E-07
SKIV2L,162.342767375704,0.677990008958153,0.122814304852933,5.5204482065019,3.38136052506567E-08,2.1429906257014E-07
CST3,247.936835590129,0.705633792511647,0.127849324056815,5.51926103416917,3.40428185454873E-08,2.15678102614294E-07
PRPF38A,34.8229876992376,-1.13122524373106,0.204992592012782,-5.51837133539209,3.42155843746459E-08,2.16698701039424E-07
ERAL1,85.2786368551306,-0.822279395158027,0.149010772988347,-5.51825467828646,3.42383003607891E-08,2.16768611731695E-07
SNAP23,493.600196799634,0.581835757771339,0.105459272977669,5.51716071373396,3.44520349792932E-08,2.18047434476857E-07
ATP6V1D,225.539051674439,0.774340967846149,0.140408206244742,5.51492671657963,3.48925320945669E-08,2.20760079506287E-07
PDE4D,60.7973830079342,-1.33209019288459,0.241567224216113,-5.51436643446656,3.50038618529845E-08,2.21388990656542E-07
ARHGAP35,330.312066335761,-0.487886671252277,0.08848400456228,-5.5138403112042,3.51087177570786E-08,2.21976542140548E-07
ATF3,112.861479744737,2.22733086408518,0.403967892401818,5.51363340002701,3.51500383835988E-08,2.22162125473185E-07
LYPLA2,57.2942387028052,-1.05892126691961,0.192131716205216,-5.51143396745893,3.55921958175721E-08,2.24880167107417E-07
EGR1,58.6511589474175,3.36167781635888,0.610219843295735,5.50896181645422,3.6095618520479E-08,2.27983316296581E-07
IL18R1,7.69369913255638,3.50956678508421,0.637214868853429,5.50766618393438,3.6362209076255E-08,2.29589009211742E-07
CA11,12.5544407809749,1.82269164329216,0.330973430187964,5.50706333815687,3.64869012074975E-08,2.30297975897578E-07
DNM3OS,9.68112826286433,-3.10882845232467,0.564695921323998,-5.50531416100128,3.68510514109786E-08,2.32395579775412E-07
OCLN,9.02380517772392,2.22636129786159,0.404404240194805,5.50528673188275,3.68567896815607E-08,2.32395579775412E-07
SLC16A5,26.2935946107238,1.38937692223292,0.25236719716309,5.50537842418182,3.68376107144738E-08,2.32395579775412E-07
CHD1,131.405731575109,-0.610067445106647,0.110834209123781,-5.50432443132532,3.7058655845278E-08,2.33589075876365E-07
PLD5,3.64828311736123,5.13735516865151,0.933572099219909,5.50290135378325,3.73591479049335E-08,2.35403212002472E-07
RNF11,57.9563932525834,1.29371305301477,0.235175634715921,5.50105054283154,3.77534955584889E-08,2.37807308466994E-07
KDM6B,140.45651072869,0.656964328256009,0.119433886844273,5.5006526674679,3.78387955203111E-08,2.38184205344039E-07
NRP1,852.264960185551,-1.03141853139584,0.18750842236727,-5.50065174872845,3.78389927037425E-08,2.38184205344039E-07
SAPCD2,4.29517483416316,-3.71409029241147,0.675345263430374,-5.49954296495097,3.80776919161852E-08,2.39605489844117E-07
JPH4,6.02438312277369,3.19716203558583,0.58162556369687,5.49694207947867,3.86433553491743E-08,2.4308255010055E-07
AC005154.6,43.5642391553598,1.17918571122106,0.214608988702405,5.49457745619508,3.91647004980393E-08,2.46278568883843E-07
RBBP8,118.248466521447,-0.738385168481994,0.134392987414346,-5.49422393748479,3.92432270069751E-08,2.46688798825086E-07
